,confirmed,country,deaths,datetime,province,recovered,date
323,206,Mainland China,2,2020-01-29 19:30:00,Henan,1,2020-01-29
324,152,Mainland China,0,2020-01-29 19:30:00,Anhui,2,2020-01-29
325,147,Mainland China,0,2020-01-29 19:30:00,Chongqing,1,2020-01-29
327,109,Mainland China,0,2020-01-29 19:30:00,Jiangxi,3,2020-01-29
328,108,Mainland China,1,2020-01-29 19:30:00,Sichuan,1,2020-01-29
329,99,Mainland China,0,2020-01-29 19:30:00,Jiangsu,1,2020-01-29
330,96,Mainland China,1,2020-01-29 19:30:00,Shanghai,5,2020-01-29
331,130,Mainland China,0,2020-01-29 19:30:00,Shandong,1,2020-01-29
326,111,Mainland China,1,2020-01-29 19:30:00,Beijing,4,2020-01-29
333,84,Mainland China,0,2020-01-29 19:30:00,Fujian,0,2020-01-29
332,58,Mainland China,0,2020-01-29 19:30:00,Guangxi,2,2020-01-29
343,3554,Mainland China,125,2020-01-29 19:30:00,Hubei,88,2020-01-29
342,55,Mainland China,0,2020-01-29 19:30:00,Yunnan,0,2020-01-29
341,12,Mainland China,0,2020-01-29 19:30:00,Ningxia,0,2020-01-29
339,16,Mainland China,0,2020-01-29 19:30:00,Inner Mongolia,0,2020-01-29
340,48,Mainland China,1,2020-01-29 19:30:00,Hebei,0,2020-01-29
337,38,Mainland China,1,2020-01-29 19:30:00,Heilongjiang,0,2020-01-29
336,27,Mainland China,0,2020-01-29 19:30:00,Tianjin,0,2020-01-29
335,27,Mainland China,0,2020-01-29 19:30:00,Shanxi,1,2020-01-29
334,24,Mainland China,0,2020-01-29 19:30:00,Gansu,0,2020-01-29
338,39,Mainland China,0,2020-01-29 19:30:00,Liaoning,1,2020-01-29
411,7,Macau,0,2020-01-30 16:00:00,Macau,0,2020-01-30
414,1,Nepal,0,2020-01-30 16:00:00,Nepal,0,2020-01-30
413,2,US,0,2020-01-30 16:00:00,California,0,2020-01-30
412,8,Mainland China,0,2020-01-30 16:00:00,Qinghai,0,2020-01-30
410,1,Mainland China,0,2020-01-30 16:00:00,Tibet,0,2020-01-30
404,4,South Korea,0,2020-01-30 16:00:00,South Korea,0,2020-01-30
408,1,US,0,2020-01-30 16:00:00,Washington,0,2020-01-30
407,1,US,0,2020-01-30 16:00:00,Arizona,0,2020-01-30
406,11,Japan,0,2020-01-30 16:00:00,Japan,1,2020-01-30
405,14,Thailand,0,2020-01-30 16:00:00,Thailand,5,2020-01-30
415,70,Mainland China,0,2020-01-30 16:00:00,Yunnan,0,2020-01-30
409,1,US,0,2020-01-30 16:00:00,Illinois,0,2020-01-30
416,1,India,0,2020-01-30 16:00:00,India,0,2020-01-30
430,41,Mainland China,0,2020-01-30 16:00:00,Liaoning,1,2020-01-30
418,1,Cambodia,0,2020-01-30 16:00:00,Cambodia,0,2020-01-30
419,1,Sri Lanka,0,2020-01-30 16:00:00,Sri Lanka,0,2020-01-30
420,4,Australia,0,2020-01-30 16:00:00,New South Wales,2,2020-01-30
421,2,Australia,0,2020-01-30 16:00:00,Victoria,0,2020-01-30
422,3,Australia,0,2020-01-30 16:00:00,Queensland,0,2020-01-30
423,4,Germany,0,2020-01-30 16:00:00,Bavaria,0,2020-01-30
424,1,Finland,0,2020-01-30 16:00:00,Finland,0,2020-01-30
425,4,United Arab Emirates,0,2020-01-30 16:00:00,United Arab Emirates,0,2020-01-30
426,1,Philippines,0,2020-01-30 16:00:00,Philippines,0,2020-01-30
427,9,Taiwan,0,2020-01-30 16:00:00,Taiwan,0,2020-01-30
428,8,Malaysia ,0,2020-01-30 16:00:00,Malaysia ,0,2020-01-30
429,2,Canada,0,2020-01-30 16:00:00,Ontario,0,2020-01-30
403,10,Singapore ,0,2020-01-30 16:00:00,Singapore ,0,2020-01-30
417,1,Canada,0,2020-01-30 16:00:00,British Columbia,0,2020-01-30
402,10,Hong Kong,0,2020-01-30 16:00:00,Hong Kong,0,2020-01-30
377,277,Mainland China,0,2020-01-30 16:00:00,Hunan,2,2020-01-30
400,14,Mainland China,0,2020-01-30 16:00:00,Xinjiang,0,2020-01-30
401,2,Vietnam,0,2020-01-30 16:00:00,Vietnam,0,2020-01-30
373,5,France,0,2020-01-30 16:00:00,France,0,2020-01-30
374,4903,Mainland China,162,2020-01-30 16:00:00,Hubei,90,2020-01-30
375,354,Mainland China,0,2020-01-30 16:00:00,Guangdong,10,2020-01-30
376,278,Mainland China,2,2020-01-30 16:00:00,Henan,2,2020-01-30
378,200,Mainland China,0,2020-01-30 16:00:00,Anhui,2,2020-01-30
379,182,Mainland China,0,2020-01-30 16:00:00,Chongqing,1,2020-01-30
381,158,Mainland China,0,2020-01-30 16:00:00,Shandong,1,2020-01-30
382,142,Mainland China,1,2020-01-30 16:00:00,Sichuan,1,2020-01-30
383,129,Mainland China,0,2020-01-30 16:00:00,Jiangsu,1,2020-01-30
384,114,Mainland China,1,2020-01-30 16:00:00,Beijing,4,2020-01-30
385,112,Mainland China,1,2020-01-30 16:00:00,Shanghai,5,2020-01-30
386,101,Mainland China,0,2020-01-30 16:00:00,Fujian,0,2020-01-30
380,162,Mainland China,0,2020-01-30 16:00:00,Jiangxi,5,2020-01-30
388,17,Mainland China,0,2020-01-30 16:00:00,Ningxia,0,2020-01-30
399,12,Mainland China,0,2020-01-30 16:00:00,Guizhou,1,2020-01-30
387,428,Mainland China,0,2020-01-30 16:00:00,Zhejiang,4,2020-01-30
398,65,Mainland China,1,2020-01-30 16:00:00,Hebei,0,2020-01-30
397,63,Mainland China,0,2020-01-30 16:00:00,Shaanxi,0,2020-01-30
396,46,Mainland China,1,2020-01-30 16:00:00,Hainan,1,2020-01-30
394,14,Mainland China,0,2020-01-30 16:00:00,Jilin,1,2020-01-30
395,44,Mainland China,2,2020-01-30 16:00:00,Heilongjiang,0,2020-01-30
392,31,Mainland China,0,2020-01-30 16:00:00,Tianjin,0,2020-01-30
391,26,Mainland China,0,2020-01-30 16:00:00,Gansu,0,2020-01-30
390,19,Mainland China,0,2020-01-30 16:00:00,Inner Mongolia,0,2020-01-30
389,78,Mainland China,0,2020-01-30 16:00:00,Guangxi,2,2020-01-30
393,35,Mainland China,0,2020-01-30 16:00:00,Shanxi,1,2020-01-30
474,29,Mainland China,0,2020-01-31 23:59:00,Guizhou,2,2020-01-31
471,12,Hong Kong,0,2020-01-31 23:59:00,Hong Kong,0,2020-01-31
475,48,Mainland China,0,2020-01-31 23:59:00,Liaoning,1,2020-01-31
473,1,Nepal,0,2020-01-31 23:59:00,Nepal,0,2020-01-31
472,10,Taiwan,0,2020-01-31 23:59:00,Taiwan,0,2020-01-31
470,14,Mainland China,0,2020-01-31 23:59:00,Jilin,1,2020-01-31
465,32,Mainland China,0,2020-01-31 23:59:00,Tianjin,0,2020-01-31
468,21,Mainland China,0,2020-01-31 23:59:00,Ningxia,0,2020-01-31
467,29,Mainland China,0,2020-01-31 23:59:00,Gansu,0,2020-01-31
466,20,Mainland China,0,2020-01-31 23:59:00,Inner Mongolia,1,2020-01-31
464,39,Mainland China,0,2020-01-31 23:59:00,Shanxi,1,2020-01-31
476,87,Mainland China,0,2020-01-31 23:59:00,Shaanxi,0,2020-01-31
469,17,Mainland China,0,2020-01-31 23:59:00,Xinjiang,0,2020-01-31
477,83,Mainland China,0,2020-01-31 23:59:00,Yunnan,1,2020-01-31
491,59,Mainland China,2,2020-01-31 23:59:00,Heilongjiang,0,2020-01-31
479,538,Mainland China,0,2020-01-31 23:59:00,Zhejiang,14,2020-01-31
480,436,Mainland China,0,2020-01-31 23:59:00,Guangdong,11,2020-01-31
481,352,Mainland China,2,2020-01-31 23:59:00,Henan,3,2020-01-31
482,332,Mainland China,0,2020-01-31 23:59:00,Hunan,2,2020-01-31
483,240,Mainland China,0,2020-01-31 23:59:00,Jiangxi,7,2020-01-31
484,237,Mainland China,0,2020-01-31 23:59:00,Anhui,3,2020-01-31
485,211,Mainland China,0,2020-01-31 23:59:00,Chongqing,1,2020-01-31
486,184,Mainland China,0,2020-01-31 23:59:00,Shandong,2,2020-01-31
487,177,Mainland China,1,2020-01-31 23:59:00,Sichuan,1,2020-01-31
488,168,Mainland China,0,2020-01-31 23:59:00,Jiangsu,5,2020-01-31
489,139,Mainland China,1,2020-01-31 23:59:00,Beijing,5,2020-01-31
490,135,Mainland China,1,2020-01-31 23:59:00,Shanghai,9,2020-01-31
492,1,US,0,2020-01-31 23:59:00,Arizona,0,2020-01-31
463,1,Canada,0,2020-01-31 23:59:00,British Columbia,0,2020-01-31
478,5806,Mainland China,204,2020-01-31 23:59:00,Hubei,141,2020-01-31
462,87,Mainland China,0,2020-01-31 23:59:00,Guangxi,2,2020-01-31
439,11,South Korea,0,2020-01-31 23:59:00,South Korea,0,2020-01-31
460,82,Mainland China,1,2020-01-31 23:59:00,Hebei,0,2020-01-31
432,1,US,0,2020-01-31 23:59:00,Washington,0,2020-01-31
433,2,US,0,2020-01-31 23:59:00,Illinois,0,2020-01-31
434,2,Russia,0,2020-01-31 23:59:00,Russia,0,2020-01-31
435,2,UK,0,2020-01-31 23:59:00,UK,0,2020-01-31
436,2,US,0,2020-01-31 23:59:00,California,0,2020-01-31
437,1,Mainland China,0,2020-01-31 23:59:00,Tibet,0,2020-01-31
438,2,Italy,0,2020-01-31 23:59:00,Italy,0,2020-01-31
461,120,Mainland China,0,2020-01-31 23:59:00,Fujian,0,2020-01-31
440,8,Mainland China,0,2020-01-31 23:59:00,Qinghai,0,2020-01-31
441,7,Macau,0,2020-01-31 23:59:00,Macau,0,2020-01-31
442,52,Mainland China,1,2020-01-31 23:59:00,Hainan,1,2020-01-31
443,2,Vietnam,0,2020-01-31 23:59:00,Vietnam,0,2020-01-31
444,3,Australia,0,2020-01-31 23:59:00,Victoria,0,2020-01-31
445,2,Australia,0,2020-01-31 23:59:00,Queensland,0,2020-01-31
431,1,Cambodia,0,2020-01-31 23:59:00,Cambodia,0,2020-01-31
447,2,Canada,0,2020-01-31 23:59:00,Ontario,0,2020-01-31
459,4,United Arab Emirates,0,2020-01-31 23:59:00,United Arab Emirates,0,2020-01-31
458,19,Thailand,0,2020-01-31 23:59:00,Thailand,5,2020-01-31
456,13,Singapore,0,2020-01-31 23:59:00,Singapore,0,2020-01-31
455,1,Sri Lanka,0,2020-01-31 23:59:00,Sri Lanka,0,2020-01-31
454,1,Finland,0,2020-01-31 23:59:00,Finland,0,2020-01-31
457,15,Japan,0,2020-01-31 23:59:00,Japan,1,2020-01-31
452,1,Philippines,0,2020-01-31 23:59:00,Philippines,0,2020-01-31
451,5,France,0,2020-01-31 23:59:00,France,0,2020-01-31
450,5,Germany,0,2020-01-31 23:59:00,Bavaria,0,2020-01-31
449,1,India,0,2020-01-31 23:59:00,India,0,2020-01-31
448,1,Sweden,0,2020-01-31 23:59:00,Sweden,0,2020-01-31
453,8,Malaysia,0,2020-01-31 23:59:00,Malaysia,0,2020-01-31
446,4,Australia,0,2020-01-31 23:59:00,New South Wales,2,2020-01-31
499,207,Mainland China,1,2020-02-01 01:52:00,Sichuan,3,2020-02-01
493,286,Mainland China,0,2020-02-01 01:52:00,Jiangxi,9,2020-02-01
494,47,Mainland China,0,2020-02-01 01:52:00,Shanxi,1,2020-02-01
495,17,Mainland China,0,2020-02-01 01:52:00,Jilin,1,2020-02-01
496,100,Mainland China,0,2020-02-01 01:52:00,Guangxi,2,2020-02-01
497,96,Mainland China,1,2020-02-01 01:52:00,Hebei,0,2020-02-01
498,422,Mainland China,2,2020-02-01 01:52:00,Henan,3,2020-02-01
502,1,Mainland China,0,2020-02-01 01:52:40,Tibet,0,2020-02-01
500,2,UK,0,2020-02-01 01:52:40,UK,0,2020-02-01
501,6,France,0,2020-02-01 01:52:40,France,0,2020-02-01
503,26,Mainland China,0,2020-02-01 02:13:00,Ningxia,0,2020-02-01
504,1,Sweden,0,2020-02-01 02:13:26,Sweden,0,2020-02-01
511,13,Hong Kong,0,2020-02-01 05:37:00,Hong Kong,0,2020-02-01
505,9,Mainland China,0,2020-02-01 05:37:00,Qinghai,0,2020-02-01
506,144,Mainland China,0,2020-02-01 05:37:00,Fujian,0,2020-02-01
507,101,Mainland China,0,2020-02-01 05:37:00,Shaanxi,0,2020-02-01
508,23,Mainland China,0,2020-02-01 05:37:00,Inner Mongolia,1,2020-02-01
509,18,Mainland China,0,2020-02-01 05:37:00,Xinjiang,0,2020-02-01
510,16,Singapore,0,2020-02-01 05:37:00,Singapore,0,2020-02-01
512,169,Mainland China,1,2020-02-01 06:05:00,Shanghai,10,2020-02-01
513,6,Vietnam,0,2020-02-01 07:38:12,Vietnam,1,2020-02-01
514,206,Mainland China,0,2020-02-01 07:51:00,Shandong,3,2020-02-01
515,62,Mainland China,1,2020-02-01 08:43:00,Hainan,1,2020-02-01
516,247,Mainland China,1,2020-02-01 08:43:00,Chongqing,3,2020-02-01
517,168,Mainland China,1,2020-02-01 09:17:00,Beijing,9,2020-02-01
518,80,Mainland China,2,2020-02-01 10:33:00,Heilongjiang,2,2020-02-01
519,12,South Korea,0,2020-02-01 10:43:00,South Korea,0,2020-02-01
520,599,Mainland China,0,2020-02-01 10:53:00,Zhejiang,21,2020-02-01
521,389,Mainland China,0,2020-02-01 11:03:00,Hunan,8,2020-02-01
522,7153,Mainland China,249,2020-02-01 11:53:00,Hubei,168,2020-02-01
523,297,Mainland China,0,2020-02-01 13:33:00,Anhui,5,2020-02-01
524,202,Mainland China,0,2020-02-01 14:03:00,Jiangsu,6,2020-02-01
525,535,Mainland China,0,2020-02-01 14:23:00,Guangdong,14,2020-02-01
526,64,Mainland China,0,2020-02-01 15:23:00,Liaoning,1,2020-02-01
527,40,Mainland China,0,2020-02-01 15:43:00,Gansu,0,2020-02-01
528,41,Mainland China,0,2020-02-01 15:43:00,Tianjin,0,2020-02-01
529,93,Mainland China,0,2020-02-01 15:53:00,Yunnan,2,2020-02-01
530,1,Philippines,0,2020-02-01 17:43:00,Philippines,0,2020-02-01
531,3,Australia,0,2020-02-01 18:12:00,Queensland,0,2020-02-01
532,1,Australia,0,2020-02-01 18:12:00,South Australia,0,2020-02-01
533,1,Canada,0,2020-02-01 18:12:49,British Columbia,0,2020-02-01
534,3,Canada,0,2020-02-01 18:12:49,Ontario,0,2020-02-01
535,4,Australia,0,2020-02-01 18:12:49,Victoria,0,2020-02-01
536,4,Australia,0,2020-02-01 18:12:49,New South Wales,2,2020-02-01
537,8,Germany,0,2020-02-01 18:33:00,Germany,0,2020-02-01
538,20,Japan,0,2020-02-01 18:53:03,Japan,1,2020-02-01
539,2,US,0,2020-02-01 19:43:03,"Chicago, IL",0,2020-02-01
540,1,US,0,2020-02-01 19:43:03,"Tempe, AZ",0,2020-02-01
541,1,US,0,2020-02-01 19:43:03,"Seattle, WA",0,2020-02-01
542,1,US,0,2020-02-01 19:43:03,"Boston, MA",0,2020-02-01
543,1,US,0,2020-02-01 19:53:03,"Santa Clara, CA",0,2020-02-01
544,1,US,0,2020-02-01 19:53:03,"Los Angeles, CA",0,2020-02-01
545,1,US,0,2020-02-01 19:53:03,"Orange, CA",0,2020-02-01
546,1,Spain,0,2020-02-01 23:43:02,Spain,0,2020-02-01
547,111,Mainland China,0,2020-02-02 00:23:13,Guangxi,2,2020-02-02
548,21,Mainland China,0,2020-02-02 00:43:02,Xinjiang,0,2020-02-02
549,38,Mainland China,0,2020-02-02 01:03:32,Guizhou,2,2020-02-02
550,18,Singapore,0,2020-02-02 01:03:32,Singapore,0,2020-02-02
551,28,Mainland China,0,2020-02-02 01:43:02,Ningxia,0,2020-02-02
552,15,South Korea,0,2020-02-02 02:23:13,South Korea,0,2020-02-02
553,23,Mainland China,0,2020-02-02 02:33:02,Jilin,1,2020-02-02
554,104,Mainland China,1,2020-02-02 02:53:02,Hebei,3,2020-02-02
555,95,Mainland China,2,2020-02-02 03:23:14,Heilongjiang,2,2020-02-02
556,116,Mainland China,0,2020-02-02 03:23:14,Shaanxi,0,2020-02-02
557,2,Philippines,1,2020-02-02 03:33:07,Philippines,0,2020-02-02
558,27,Mainland China,0,2020-02-02 03:43:01,Inner Mongolia,1,2020-02-02
559,159,Mainland China,0,2020-02-02 03:43:01,Fujian,0,2020-02-02
560,8,Macau,0,2020-02-02 04:23:14,Macau,0,2020-02-02
561,11,Mainland China,0,2020-02-02 05:33:03,Qinghai,0,2020-02-02
562,5,United Arab Emirates,0,2020-02-02 05:43:01,United Arab Emirates,0,2020-02-02
563,182,Mainland China,1,2020-02-02 05:53:02,Shanghai,10,2020-02-02
564,2,India,0,2020-02-02 06:03:08,India,0,2020-02-02
565,191,Mainland China,1,2020-02-02 08:43:02,Beijing,9,2020-02-02
566,48,Mainland China,0,2020-02-02 09:43:01,Tianjin,1,2020-02-02
579,10,Germany,0,2020-02-02 18:03:05,Germany,0,2020-02-02
578,333,Mainland China,0,2020-02-02 18:03:05,Jiangxi,12,2020-02-02
577,236,Mainland China,0,2020-02-02 18:03:05,Jiangsu,7,2020-02-02
576,70,Mainland China,0,2020-02-02 18:03:05,Liaoning,1,2020-02-02
575,64,Mainland China,1,2020-02-02 18:03:05,Hainan,4,2020-02-02
574,632,Mainland China,0,2020-02-02 18:03:05,Guangdong,15,2020-02-02
569,493,Mainland China,2,2020-02-02 18:03:05,Henan,10,2020-02-02
572,230,Mainland China,0,2020-02-02 18:03:05,Shandong,6,2020-02-02
571,340,Mainland China,0,2020-02-02 18:03:05,Anhui,7,2020-02-02
570,463,Mainland China,0,2020-02-02 18:03:05,Hunan,16,2020-02-02
568,231,Mainland China,1,2020-02-02 18:03:05,Sichuan,11,2020-02-02
567,105,Mainland China,0,2020-02-02 18:03:05,Yunnan,3,2020-02-02
573,661,Mainland China,0,2020-02-02 18:03:05,Zhejiang,32,2020-02-02
580,2,Australia,0,2020-02-02 22:33:07,South Australia,0,2020-02-02
581,2,Australia,0,2020-02-02 22:33:07,Queensland,0,2020-02-02
582,66,Mainland China,0,2020-02-02 23:23:13,Shanxi,3,2020-02-02
583,300,Mainland China,2,2020-02-02 23:33:02,Chongqing,7,2020-02-02
585,11177,Mainland China,350,2020-02-02 23:43:02,Hubei,295,2020-02-02
584,51,Mainland China,0,2020-02-02 23:43:02,Gansu,3,2020-02-02
586,15,Hong Kong,0,2020-02-02 23:53:02,Hong Kong,0,2020-02-02
587,113,Mainland China,1,2020-02-03 00:23:14,Hebei,3,2020-02-03
588,2,US,0,2020-02-03 00:43:02,"Santa Clara, CA",0,2020-02-03
589,31,Mainland China,0,2020-02-03 00:53:03,Jilin,1,2020-02-03
590,46,Mainland China,0,2020-02-03 01:03:22,Guizhou,2,2020-02-03
591,24,Mainland China,0,2020-02-03 01:13:21,Xinjiang,0,2020-02-03
592,391,Mainland China,0,2020-02-03 01:33:02,Jiangxi,18,2020-02-03
593,128,Mainland China,0,2020-02-03 02:33:02,Shaanxi,0,2020-02-03
594,13,Mainland China,0,2020-02-03 02:43:01,Qinghai,0,2020-02-03
595,34,Mainland China,0,2020-02-03 03:03:09,Inner Mongolia,1,2020-02-03
596,2,US,0,2020-02-03 03:53:02,"San Benito, CA",0,2020-02-03
597,203,Mainland China,1,2020-02-03 07:03:12,Shanghai,10,2020-02-03
598,121,Mainland China,2,2020-02-03 07:13:19,Heilongjiang,2,2020-02-03
599,31,Mainland China,0,2020-02-03 08:33:03,Ningxia,1,2020-02-03
600,212,Mainland China,1,2020-02-03 09:23:05,Beijing,12,2020-02-03
602,271,Mainland China,0,2020-02-03 11:03:10,Jiangsu,8,2020-02-03
601,521,Mainland China,0,2020-02-03 11:03:10,Hunan,22,2020-02-03
603,254,Mainland China,1,2020-02-03 11:23:23,Sichuan,14,2020-02-03
604,179,Mainland China,0,2020-02-03 11:33:13,Fujian,1,2020-02-03
605,127,Mainland China,0,2020-02-03 12:33:02,Guangxi,7,2020-02-03
606,725,Mainland China,0,2020-02-03 12:53:02,Guangdong,21,2020-02-03
607,724,Mainland China,0,2020-02-03 13:33:02,Zhejiang,43,2020-02-03
608,60,Mainland China,0,2020-02-03 13:53:03,Tianjin,1,2020-02-03
610,259,Mainland China,0,2020-02-03 17:11:34,Shandong,7,2020-02-03
609,566,Mainland China,2,2020-02-03 17:11:34,Henan,16,2020-02-03
611,408,Mainland China,0,2020-02-03 17:11:34,Anhui,14,2020-02-03
612,74,Mainland China,0,2020-02-03 17:11:34,Liaoning,1,2020-02-03
613,72,Mainland China,1,2020-02-03 17:11:34,Hainan,4,2020-02-03
614,12,Germany,0,2020-02-03 20:53:02,Germany,0,2020-02-03
615,8,Vietnam,0,2020-02-03 21:43:02,Vietnam,1,2020-02-03
616,3,India,0,2020-02-03 21:43:02,India,0,2020-02-03
617,55,Mainland China,0,2020-02-03 23:03:08,Gansu,3,2020-02-03
618,74,Mainland China,0,2020-02-03 23:13:11,Shanxi,2,2020-02-03
620,13522,Mainland China,414,2020-02-03 23:23:03,Hubei,386,2020-02-03
619,117,Mainland China,0,2020-02-03 23:23:03,Yunnan,5,2020-02-03
621,337,Mainland China,2,2020-02-03 23:43:02,Chongqing,9,2020-02-03
622,1,Canada,0,2020-02-04 00:03:11,"London, ON",0,2020-02-04
623,2,Canada,0,2020-02-04 00:13:06,"Toronto, ON",0,2020-02-04
624,42,Mainland China,0,2020-02-04 00:23:05,Jilin,1,2020-02-04
625,29,Mainland China,0,2020-02-04 01:33:01,Xinjiang,0,2020-02-04
626,15,Mainland China,0,2020-02-04 01:33:01,Qinghai,0,2020-02-04
627,282,Mainland China,1,2020-02-04 01:43:02,Sichuan,14,2020-02-04
628,34,Mainland China,0,2020-02-04 02:13:18,Ningxia,1,2020-02-04
629,35,Mainland China,0,2020-02-04 03:03:07,Inner Mongolia,1,2020-02-04
630,10,Macau,0,2020-02-04 04:43:02,Macau,0,2020-02-04
631,480,Mainland China,0,2020-02-04 05:33:01,Anhui,20,2020-02-04
632,139,Mainland China,0,2020-02-04 05:53:01,Guangxi,10,2020-02-04
633,219,Mainland China,1,2020-02-04 06:33:02,Shanghai,12,2020-02-04
634,10,Malaysia,0,2020-02-04 07:33:02,Malaysia,0,2020-02-04
635,155,Mainland China,2,2020-02-04 07:43:01,Heilongjiang,4,2020-02-04
636,228,Mainland China,1,2020-02-04 08:33:01,Beijing,23,2020-02-04
637,126,Mainland China,1,2020-02-04 08:53:01,Hebei,4,2020-02-04
638,17,Hong Kong,1,2020-02-04 09:03:02,Hong Kong,0,2020-02-04
639,58,Mainland China,0,2020-02-04 10:43:02,Guizhou,2,2020-02-04
640,80,Mainland China,1,2020-02-04 11:33:03,Hainan,5,2020-02-04
641,308,Mainland China,0,2020-02-04 11:53:02,Jiangsu,12,2020-02-04
642,675,Mainland China,2,2020-02-04 11:53:02,Henan,27,2020-02-04
643,275,Mainland China,0,2020-02-04 12:03:04,Shandong,11,2020-02-04
644,194,Mainland China,0,2020-02-04 12:13:11,Fujian,3,2020-02-04
645,142,Mainland China,0,2020-02-04 12:33:02,Shaanxi,2,2020-02-04
646,829,Mainland China,0,2020-02-04 13:03:07,Zhejiang,62,2020-02-04
647,813,Mainland China,0,2020-02-04 13:03:07,Guangdong,30,2020-02-04
648,67,Mainland China,0,2020-02-04 13:33:02,Tianjin,2,2020-02-04
649,593,Mainland China,0,2020-02-04 14:03:03,Hunan,31,2020-02-04
650,81,Mainland China,0,2020-02-04 14:13:08,Liaoning,2,2020-02-04
651,476,Mainland China,0,2020-02-04 14:43:02,Jiangxi,20,2020-02-04
652,11,Taiwan,0,2020-02-04 14:53:02,Taiwan,0,2020-02-04
654,24,Singapore,0,2020-02-04 15:33:03,Singapore,0,2020-02-04
653,16,South Korea,0,2020-02-04 15:33:03,South Korea,0,2020-02-04
655,25,Thailand,0,2020-02-04 15:33:03,Thailand,5,2020-02-04
657,1,Belgium,0,2020-02-04 15:43:02,Belgium,0,2020-02-04
656,57,Mainland China,0,2020-02-04 15:43:02,Gansu,4,2020-02-04
658,22,Japan,0,2020-02-04 16:43:03,Japan,1,2020-02-04
659,3,Australia,0,2020-02-04 16:53:03,Queensland,0,2020-02-04
660,81,Mainland China,0,2020-02-04 23:23:02,Shanxi,4,2020-02-04
661,122,Mainland China,0,2020-02-04 23:23:02,Yunnan,5,2020-02-04
662,366,Mainland China,2,2020-02-04 23:43:01,Chongqing,9,2020-02-04
663,16678,Mainland China,479,2020-02-04 23:43:01,Hubei,522,2020-02-04
664,548,Mainland China,0,2020-02-05 01:33:07,Jiangxi,27,2020-02-05
665,32,Mainland China,0,2020-02-05 02:03:13,Xinjiang,0,2020-02-05
666,17,Mainland China,0,2020-02-05 03:13:05,Qinghai,3,2020-02-05
667,69,Mainland China,1,2020-02-05 03:43:02,Tianjin,2,2020-02-05
668,253,Mainland China,1,2020-02-05 05:43:02,Beijing,24,2020-02-05
669,243,Mainland China,1,2020-02-05 06:23:04,Shanghai,15,2020-02-05
670,165,Mainland China,0,2020-02-05 08:43:01,Shaanxi,6,2020-02-05
671,42,Mainland China,0,2020-02-05 08:53:02,Inner Mongolia,3,2020-02-05
672,301,Mainland China,1,2020-02-05 10:13:13,Sichuan,24,2020-02-05
673,307,Mainland China,0,2020-02-05 10:13:13,Shandong,15,2020-02-05
674,54,Mainland China,0,2020-02-05 11:03:16,Jilin,2,2020-02-05
675,135,Mainland China,1,2020-02-05 11:23:18,Hebei,6,2020-02-05
676,150,Mainland China,0,2020-02-05 12:03:08,Guangxi,13,2020-02-05
677,190,Mainland China,2,2020-02-05 12:13:04,Heilongjiang,7,2020-02-05
678,205,Mainland China,0,2020-02-05 12:33:01,Fujian,11,2020-02-05
679,64,Mainland China,1,2020-02-05 12:33:02,Guizhou,9,2020-02-05
680,341,Mainland China,0,2020-02-05 12:43:02,Jiangsu,23,2020-02-05
681,21,Hong Kong,1,2020-02-05 13:13:10,Hong Kong,0,2020-02-05
682,895,Mainland China,0,2020-02-05 13:23:04,Guangdong,49,2020-02-05
683,530,Mainland China,0,2020-02-05 13:43:02,Anhui,23,2020-02-05
684,764,Mainland China,2,2020-02-05 15:03:02,Henan,47,2020-02-05
685,895,Mainland China,0,2020-02-05 15:13:02,Zhejiang,78,2020-02-05
686,661,Mainland China,0,2020-02-05 15:23:02,Hunan,54,2020-02-05
687,81,Mainland China,0,2020-02-05 15:23:02,Shanxi,5,2020-02-05
688,89,Mainland China,0,2020-02-05 15:23:02,Liaoning,4,2020-02-05
689,19,South Korea,0,2020-02-05 15:33:01,South Korea,0,2020-02-05
690,12,Malaysia,0,2020-02-05 15:43:02,Malaysia,0,2020-02-05
691,62,Mainland China,0,2020-02-05 16:23:06,Gansu,6,2020-02-05
692,28,Singapore,0,2020-02-05 16:33:03,Singapore,0,2020-02-05
693,99,Mainland China,1,2020-02-05 16:43:04,Hainan,5,2020-02-05
694,2,Canada,0,2020-02-05 17:33:03,British Columbia,0,2020-02-05
695,1,US,0,2020-02-05 21:53:02,"Madison, WI",0,2020-02-05
696,19665,Mainland China,549,2020-02-05 23:13:12,Hubei,633,2020-02-05
697,128,Mainland China,0,2020-02-05 23:33:02,Yunnan,5,2020-02-05
698,389,Mainland China,2,2020-02-05 23:43:02,Chongqing,15,2020-02-05
699,36,Mainland China,0,2020-02-06 01:13:08,Xinjiang,0,2020-02-06
700,10,Vietnam,0,2020-02-06 01:13:08,Vietnam,1,2020-02-06
701,18,Mainland China,0,2020-02-06 02:13:15,Qinghai,3,2020-02-06
702,40,Mainland China,0,2020-02-06 02:13:15,Ningxia,1,2020-02-06
703,46,Mainland China,0,2020-02-06 02:23:08,Inner Mongolia,4,2020-02-06
704,600,Mainland China,0,2020-02-06 02:33:01,Jiangxi,37,2020-02-06
705,45,Japan,0,2020-02-06 02:53:03,Japan,1,2020-02-06
706,23,South Korea,0,2020-02-06 02:53:03,South Korea,0,2020-02-06
707,4,Australia,0,2020-02-06 02:53:03,Queensland,0,2020-02-06
